name,price,id,description,priority
Zoryl 2mg Strip Of 15 Tablets,1599,2264,TORRENT PHARMACEUTICALS LTD,2
Zoryl 1mg Strip Of 15 Tablets,1000,2265,TORRENT PHARMACEUTICALS LTD,2
Zoryl M 4mg Tablet,1643,2266,TORRENT PHARMACEUTICALS LTD,2
Zoryl Mv 1mg Strip Of 10 Tablets,247,2267,TORRENT PHARMACEUTICALS LTD,2
Zoryl Mv 2mg Strip Of 10 Tablets,1830,2268,TORRENT PHARMACEUTICALS LTD,2
Zoryl 3mg Strip Of 15 Tablets,1523,2269,TORRENT PHARMACEUTICALS LTD,2
Zoryl 4mg Strip Of 15 Tablets,218,2270,TORRENT PHARMACEUTICALS LTD,2
Zoryl M4 Forte Tab 15's,1034,2271,TORRENT PHARMACEUTICALS LTD,2
Zoryl M2 Forte Tab 15's,1271,2272,TORRENT PHARMACEUTICALS LTD,2
Zoryl M3 Forte Tab 15's,152,2273,TORRENT PHARMACEUTICALS LTD,2
Zoryl M1 Forte Tab 15's,173,2274,TORRENT PHARMACEUTICALS LTD,2
Zoryl M 1mg Strip Of 20 Tablets,1465,2275,TORRENT PHARMACEUTICALS LTD,2
Zoryl M 2mg Tab 20's,1231,2276,TORRENT PHARMACEUTICALS LTD,2
Zoryl Mv 2/0.3 Mg Tab 10's,999,2277,TORRENT PHARMACEUTICALS LTD,2
Zoryl M3 Tablet 15's,382,2278,TORRENT PHARMACEUTICALS LTD,2
Zoryl M 4mg Tablet 15's,1370,2279,TORRENT PHARMACEUTICALS LTD,2
Zotide 750mcg 3ml Inj,1068,2280,TORRENT PHARMACEUTICALS LTD,2
Zubitin 10mg Tablet,401,2281,TORRENT PHARMACEUTICALS LTD,2
Zucator 100mg Tablet 10's,1780,2282,TORRENT PHARMACEUTICALS LTD,2
Zurig 40mg Strip Of 15 Tablets,1993,2283,TORRENT PHARMACEUTICALS LTD,2
Zy Q 200mg Bottle Of 30 Tablets,1213,2284,TORRENT PHARMACEUTICALS LTD,2
Zycel 200mg Strip Of 10 Capsules,1727,2285,TORRENT PHARMACEUTICALS LTD,2
Zydip 0.05% Lotion 100ml,1196,2286,TORRENT PHARMACEUTICALS LTD,2
Zyloric 100mg Strip Of 10 Tablets,186,2287,TORRENT PHARMACEUTICALS LTD,2
Zyloric 300mg Tablet,222,2288,TORRENT PHARMACEUTICALS LTD,2
Zyndet Bar 150gm,1143,2289,TORRENT PHARMACEUTICALS LTD,2
Zyrova 10mg Strip Of 10 Tablets,1270,2290,TORRENT PHARMACEUTICALS LTD,2
Zyrova C 10mg Capsule,830,2291,TORRENT PHARMACEUTICALS LTD,2
Zytanix 2.5mg Tablet,1813,2292,TORRENT PHARMACEUTICALS LTD,2
Zytanix 5mg Tablet,1576,2293,TORRENT PHARMACEUTICALS LTD,2
X Pecia 1mg Tab 10's,1246,2294,TORRENT PHARMACEUTICALS LTD,2
X Pecia Pro 10% Bottle Of 60gm Gel,1093,2295,TORRENT PHARMACEUTICALS LTD,2
X Pecia Pro 5% Bottle Of 60ml Gel,1603,2296,TORRENT PHARMACEUTICALS LTD,2
X Scar Gel 15gm,988,2297,TORRENT PHARMACEUTICALS LTD,2
X Vir 0.5mg Tablet,1167,2298,TORRENT PHARMACEUTICALS LTD,2
Xafinact 50mg Tablet 10's,218,2299,TORRENT PHARMACEUTICALS LTD,2
Xafinact 100mg Tablet 10's,384,2300,TORRENT PHARMACEUTICALS LTD,2
Xalacom Eye Drops 2.5ml,1540,2301,TORRENT PHARMACEUTICALS LTD,2
Xalatan 0.005% Eye Drops 2.5ml,550,2302,TORRENT PHARMACEUTICALS LTD,2
Xanilax Sr 200mg Strip Of 10 Tablets,134,2303,TORRENT PHARMACEUTICALS LTD,2
Xantox 4mg Cap 10's,1716,2304,TORRENT PHARMACEUTICALS LTD,2
Xantox 4 Mg Capsule 30,873,2305,TORRENT PHARMACEUTICALS LTD,2
Xantox Glo Tablet 10's,260,2306,TORRENT PHARMACEUTICALS LTD,2
Xarelto 10mg Strip Of 7 Tablets,359,2307,TORRENT PHARMACEUTICALS LTD,2
Xarelto 15mg Strip Of 28 Tablets,1610,2308,TORRENT PHARMACEUTICALS LTD,2
Xarelto 20mg Strip Of 28 Tablets,273,2309,TORRENT PHARMACEUTICALS LTD,2
Xarelto 15mg 14's Tab,934,2310,TORRENT PHARMACEUTICALS LTD,2
Xarelto 20mg 14's Tab,410,2311,TORRENT PHARMACEUTICALS LTD,2
Xarelto 2.5mg Tab 14's,1263,2312,TORRENT PHARMACEUTICALS LTD,2
Xarelto 20mg Strip Of 98 (60+38 Free) Tablets,1742,2313,TORRENT PHARMACEUTICALS LTD,2
Xarelto 15mg Box Of 98 (60+38 Free) Tablets,1824,2314,TORRENT PHARMACEUTICALS LTD,2
Xaria Plus Tablet,1505,2315,TORRENT PHARMACEUTICALS LTD,2
Xbaren 300mg Tab,1170,2316,TORRENT PHARMACEUTICALS LTD,2
Xbaren 450mg Tab,1191,2317,TORRENT PHARMACEUTICALS LTD,2
Xbaren 600mg Tab,1495,2318,TORRENT PHARMACEUTICALS LTD,2
Xbira 250mg Bottle Of 120 Tablets,896,2319,TORRENT PHARMACEUTICALS LTD,2
Xedge Cap,236,2320,TORRENT PHARMACEUTICALS LTD,2
Xeloda 500mg Tablet 10's,1415,2321,TORRENT PHARMACEUTICALS LTD,2
Xerigo Container Of 50gm Cream,1551,2322,TORRENT PHARMACEUTICALS LTD,2
Xerina Cream 50gm,1333,2323,TORRENT PHARMACEUTICALS LTD,2
Xerina Soft Cream 50gm,466,2324,TORRENT PHARMACEUTICALS LTD,2
Xerina Soft Lotion 100ml,1596,2325,TORRENT PHARMACEUTICALS LTD,2
Xerolene Cream 50gm,1370,2326,TORRENT PHARMACEUTICALS LTD,2
Xetox 500mg Strip Of 10 Tablets,1249,2327,TORRENT PHARMACEUTICALS LTD,2
Xevor 5mg Tablet,710,2328,TORRENT PHARMACEUTICALS LTD,2
Xfert F Tablet 10's,1759,2329,TORRENT PHARMACEUTICALS LTD,2
Xgain Shampoo 100ml,1676,2330,TORRENT PHARMACEUTICALS LTD,2
Xgain Shampoo 200ml,285,2331,TORRENT PHARMACEUTICALS LTD,2
Xgeva 120mg Injection 1.7ml,137,2332,TORRENT PHARMACEUTICALS LTD,2
Xigduo Xr 10mg/500mg Strip Of 7 Tablets,1782,2333,TORRENT PHARMACEUTICALS LTD,2
Xigduo Xr 10mg/1000mg Tab 7's,601,2334,TORRENT PHARMACEUTICALS LTD,2
Xigduo 5/1000 Mg Tab 14's,758,2335,TORRENT PHARMACEUTICALS LTD,2
Xilia M1 Tab,285,2336,TORRENT PHARMACEUTICALS LTD,2
Xilia M2 Tab,376,2337,TORRENT PHARMACEUTICALS LTD,2
Xilia Trio 1mg Tablet,126,2338,TORRENT PHARMACEUTICALS LTD,2
Xilia Trio 2mg Tablet,948,2339,TORRENT PHARMACEUTICALS LTD,2
Xinbest Cream,1453,2340,TORRENT PHARMACEUTICALS LTD,2
Xinyung Gel,113,2341,TORRENT PHARMACEUTICALS LTD,2
Xirtam 20mg Tablet,441,2342,TORRENT PHARMACEUTICALS LTD,2
Xirtam 40mg Tablet,1256,2343,TORRENT PHARMACEUTICALS LTD,2
Xirtam H Tablet,1713,2344,TORRENT PHARMACEUTICALS LTD,2
Xirtam Am Strip Of 10 Tablets,870,2345,TORRENT PHARMACEUTICALS LTD,2
Xlha Eye Drops 10ml,899,2346,TORRENT PHARMACEUTICALS LTD,2
Xmet 500mg Strip Of 15 Tablets,1760,2347,TORRENT PHARMACEUTICALS LTD,2
Xmet Sr 1gm Strip Of 15 Tablets,775,2348,TORRENT PHARMACEUTICALS LTD,2
Xmet Sr 500mg Strip Of 15 Tablets,778,2349,TORRENT PHARMACEUTICALS LTD,2
Xmet Trio 500/0.2/1 Tab 10's,1224,2350,TORRENT PHARMACEUTICALS LTD,2
Xmet Trio 500mg/0.2mg/2mg Tab 10's,1109,2351,TORRENT PHARMACEUTICALS LTD,2
Xmet Trio 500/0.3/2 Mg Tab 10's,794,2352,TORRENT PHARMACEUTICALS LTD,2
Xovatra Eye Drops,1951,2353,TORRENT PHARMACEUTICALS LTD,2
Xovoltib 40mg Strip Of 7 Tablets,867,2354,TORRENT PHARMACEUTICALS LTD,2
Xovoltib 30mg Strip Of 7 Tablets,1119,2355,TORRENT PHARMACEUTICALS LTD,2
Xpect B Mixed Fruit Flavour Sugar Free Bottle Of 100ml Syrup,694,2356,TORRENT PHARMACEUTICALS LTD,2
Xplode Tablet 10's,1657,2357,TORRENT PHARMACEUTICALS LTD,2
Xplode Tin Of 200gm Powder,568,2358,TORRENT PHARMACEUTICALS LTD,2
Xplode Chocolate Flavour Tin Of 200gm Powder,286,2359,TORRENT PHARMACEUTICALS LTD,2
Xstan Am Strip Of 15 Tablets,1690,2360,TORRENT PHARMACEUTICALS LTD,2
Xstan H Strip Of 15 Tablets,1313,2361,TORRENT PHARMACEUTICALS LTD,2
Xt Para 1000mg Tab 12's,1579,2362,TORRENT PHARMACEUTICALS LTD,2
Xtane 25mg Bottle Of 30 Tablets,1427,2363,TORRENT PHARMACEUTICALS LTD,2
Xtor 10mg Strip Of 10 Tablets,303,2364,TORRENT PHARMACEUTICALS LTD,2
Xtor 80mg Tablet,879,2365,TORRENT PHARMACEUTICALS LTD,2
Xtor 20mg Tablet,1678,2366,TORRENT PHARMACEUTICALS LTD,2
Xtor 5mg Tablet,806,2367,TORRENT PHARMACEUTICALS LTD,2
Xtor Ez 10mg Tablet,1176,2368,TORRENT PHARMACEUTICALS LTD,2
Xtor F Tablet,1528,2369,TORRENT PHARMACEUTICALS LTD,2
Xtor 40mg Tablet,657,2370,TORRENT PHARMACEUTICALS LTD,2
Xtra Denser Hair Serum 50ml,568,2371,TORRENT PHARMACEUTICALS LTD,2
Xtracal Tablet,1755,2372,TORRENT PHARMACEUTICALS LTD,2
Xtracal Pm Tablet,1415,2373,TORRENT PHARMACEUTICALS LTD,2
Xtracal K2 Tablet,720,2374,TORRENT PHARMACEUTICALS LTD,2
Xtracal Hd Tab 15's,1171,2375,TORRENT PHARMACEUTICALS LTD,2
Xtracal Ct Strip Of 15 Tablets,1059,2376,TORRENT PHARMACEUTICALS LTD,2
Xtraday Cap 10's,1469,2377,TORRENT PHARMACEUTICALS LTD,2
Xtraglo Strip Of 10 Tablets,399,2378,TORRENT PHARMACEUTICALS LTD,2
Xtralite Cream 15gm,299,2379,TORRENT PHARMACEUTICALS LTD,2
Xultophy 100/3.6 Inj Pen 3ml,1513,2380,TORRENT PHARMACEUTICALS LTD,2
Xygrel 90mg Tablet 10's,1001,2381,TORRENT PHARMACEUTICALS LTD,2
Xykaa Mr 500mg/4mg Strip Of 10 Tablets,173,2382,TORRENT PHARMACEUTICALS LTD,2
Xykaa Mr 8mg Tablet,673,2383,TORRENT PHARMACEUTICALS LTD,2
Xykaa Bd 1000mg Strip Of 10 Tablets,1991,2384,TORRENT PHARMACEUTICALS LTD,2
Xylocaine 2% Jelly 50gm,491,2385,TORRENT PHARMACEUTICALS LTD,2
Xylomist 0.1% Nasal Drops 10ml,1303,2386,TORRENT PHARMACEUTICALS LTD,2
Xymex Orange Flav Syp 200ml,930,2387,TORRENT PHARMACEUTICALS LTD,2
Xymoheal D Tablet,1344,2388,TORRENT PHARMACEUTICALS LTD,2
Xymoheal Spray,391,2389,TORRENT PHARMACEUTICALS LTD,2
Xyzal 5mg Strip Of 15 Tablets,1901,2390,TORRENT PHARMACEUTICALS LTD,2
Xyzal Syp,780,2391,TORRENT PHARMACEUTICALS LTD,2
Xyzal 10mg Tablet,1914,2392,TORRENT PHARMACEUTICALS LTD,2
Xyzal M Tablet 15's,329,2393,TORRENT PHARMACEUTICALS LTD,2
T Bact 2% Ointment 15gm,585,2394,TORRENT PHARMACEUTICALS LTD,2
Tacroz Forte 0.1% Oint 20gm,1579,2395,TORRENT PHARMACEUTICALS LTD,2
Tacroren 1mg Capsule,464,2396,TORRENT PHARMACEUTICALS LTD,2
Tazloc Trio 40mg Tablet,538,2397,TORRENT PHARMACEUTICALS LTD,2
Tazloc 40mg Strip Of 10 Tablets,290,2398,TORRENT PHARMACEUTICALS LTD,2
Tazloc H 40mg Strip Of 10 Tablets,830,2399,TORRENT PHARMACEUTICALS LTD,2
Tazloc Am 40mg Strip Of 10 Tablets,629,2400,TORRENT PHARMACEUTICALS LTD,2
Tazloc Beta 25mg Tablet,1817,2401,TORRENT PHARMACEUTICALS LTD,2
Tazloc Beta 50mg Tablet,865,2402,TORRENT PHARMACEUTICALS LTD,2
Tazloc Ct 80mg Tablet,569,2403,TORRENT PHARMACEUTICALS LTD,2
Tazloc Ct 40mg/12.5mg Tab 10's,320,2404,TORRENT PHARMACEUTICALS LTD,2
Telekast F Tablet,1669,2405,TORRENT PHARMACEUTICALS LTD,2
Telekast L Tab 15's,566,2406,TORRENT PHARMACEUTICALS LTD,2
Telista H 40mg Strip Of 15 Tablets,878,2407,TORRENT PHARMACEUTICALS LTD,2
Telista 40mg Strip Of 15 Tablets,1850,2408,TORRENT PHARMACEUTICALS LTD,2
Telista Am 40mg Strip Of 15 Tablets,1434,2409,TORRENT PHARMACEUTICALS LTD,2
Telma H 80mg Strip Of 15 Tablets,440,2410,TORRENT PHARMACEUTICALS LTD,2
Telma H 40mg Strip Of 15 Tablets,173,2411,TORRENT PHARMACEUTICALS LTD,2
Telma 80mg Strip Of 15 Tablets,1774,2412,TORRENT PHARMACEUTICALS LTD,2
Telma Am 40/5mg Tablet 15's,1957,2413,TORRENT PHARMACEUTICALS LTD,2
Telma 40mg Strip Of 15 Tablets,1014,2414,TORRENT PHARMACEUTICALS LTD,2
Telma Am 80mg Strip Of 15 Tablets,1533,2415,TORRENT PHARMACEUTICALS LTD,2
Telma 20mg Strip Of 15 Tablets,1119,2416,TORRENT PHARMACEUTICALS LTD,2
Telma Amh 40mg Strip Of 15 Tablets,1208,2417,TORRENT PHARMACEUTICALS LTD,2
Telma Ct 40/12.5 Mg Tab 15`s,1340,2418,TORRENT PHARMACEUTICALS LTD,2
Telma 40mg Strip Of 30 Tablets,1870,2419,TORRENT PHARMACEUTICALS LTD,2
Telma H 40mg Strip Of 30 Tablets,253,2420,TORRENT PHARMACEUTICALS LTD,2
Telma 20mg Strip Of 30 Tablets,690,2421,TORRENT PHARMACEUTICALS LTD,2
Telma Ct 40/6.25 Tab 15's,562,2422,TORRENT PHARMACEUTICALS LTD,2
Telmikind 40mg Strip Of 10 Tablets,1806,2423,TORRENT PHARMACEUTICALS LTD,2
Telmikind H 40mg Strip Of 10 Tablets,1067,2424,TORRENT PHARMACEUTICALS LTD,2
Telmikind Am 40mg Strip Of 10 Tablets,1440,2425,TORRENT PHARMACEUTICALS LTD,2
Telsartan Am 40mg Tablet,604,2426,TORRENT PHARMACEUTICALS LTD,2
Telsar Beta 50mg Tab 10's,1975,2427,TORRENT PHARMACEUTICALS LTD,2
Telsar H 40mg Strip Of 15 Tablets,826,2428,TORRENT PHARMACEUTICALS LTD,2
Telsar 40mg Strip Of 15 Tablets,767,2429,TORRENT PHARMACEUTICALS LTD,2
Telsar Beta 25mg Tab,1417,2430,TORRENT PHARMACEUTICALS LTD,2
Telsartan H 40mg Strip Of 14 Tablets,191,2431,TORRENT PHARMACEUTICALS LTD,2
Telsartan 40mg Tablet 14's,1912,2432,TORRENT PHARMACEUTICALS LTD,2
Telvas 3d Tablet,463,2433,TORRENT PHARMACEUTICALS LTD,2
Telvas 40mg Tablet,898,2434,TORRENT PHARMACEUTICALS LTD,2
Telvas H 40/12.5mg Tablet 10's,964,2435,TORRENT PHARMACEUTICALS LTD,2
Telvas Am 40mg Tablet,1653,2436,TORRENT PHARMACEUTICALS LTD,2
Tendia 20mg Strip Of 10 Tablets,1377,2437,TORRENT PHARMACEUTICALS LTD,2
Tendia M Strip Of 10 Tablets,566,2438,TORRENT PHARMACEUTICALS LTD,2
Tendia M Forte Strip Of 10 Tablets,186,2439,TORRENT PHARMACEUTICALS LTD,2
Tendocare Strip Of 15 Tablets,1869,2440,TORRENT PHARMACEUTICALS LTD,2
Tendocare Forte Strip Of 15 Tablets,1384,2441,TORRENT PHARMACEUTICALS LTD,2
Tenebite M 20/500mg Tab 15's,1087,2442,TORRENT PHARMACEUTICALS LTD,2
Tenebite 20mg Tab 15's,121,2443,TORRENT PHARMACEUTICALS LTD,2
Tenepride M 500 Strip Of 15 Tablets,1205,2444,TORRENT PHARMACEUTICALS LTD,2
Teneza 20mg Strip Of 10 Tablets,1724,2445,TORRENT PHARMACEUTICALS LTD,2
Teneza M 500mg Strip Of 10 Tablets,706,2446,TORRENT PHARMACEUTICALS LTD,2
Tenglyn 20mg Strip Of 15 Tablets,1990,2447,TORRENT PHARMACEUTICALS LTD,2
Tenglyn M 500mg Strip Of 15 Tablets,1362,2448,TORRENT PHARMACEUTICALS LTD,2
Teniva M Strip Of 15 Tablets,947,2449,TORRENT PHARMACEUTICALS LTD,2
Teniva 20mg Tablet 20's,902,2450,TORRENT PHARMACEUTICALS LTD,2
Tenlimac 20mg Tablet,1329,2451,TORRENT PHARMACEUTICALS LTD,2
Tenlimac M 500mg Strip Of 10 Tablets,287,2452,TORRENT PHARMACEUTICALS LTD,2
Tenvir 300mg Bottle Of 30 Tablets,1858,2453,TORRENT PHARMACEUTICALS LTD,2
Tetrafol Plus Tablet,609,2454,TORRENT PHARMACEUTICALS LTD,2
Thyronorm 25mcg Bottle Of 120 Tablets,783,2455,TORRENT PHARMACEUTICALS LTD,2
Thyronorm 75mcg Tablet 120's,1415,2456,TORRENT PHARMACEUTICALS LTD,2
Thyronorm 50mcg Bottle Of 120 Tablets,473,2457,TORRENT PHARMACEUTICALS LTD,2
Thyronorm 100mcg 120's,315,2458,TORRENT PHARMACEUTICALS LTD,2
Tiova Inhaler 200md,420,2459,TORRENT PHARMACEUTICALS LTD,2
Tocofil 200mg Strip Of 10 Capsules,814,2460,TORRENT PHARMACEUTICALS LTD,2
Tolvat 15mg Strip Of 4 Tablets,1219,2461,TORRENT PHARMACEUTICALS LTD,2
Tonact 10mg Strip Of 15 Tablets,1589,2462,TORRENT PHARMACEUTICALS LTD,2
Tonact 20mg Strip Of 15 Tablets,1945,2463,TORRENT PHARMACEUTICALS LTD,2
Tonact 80mg Tablet,1863,2464,TORRENT PHARMACEUTICALS LTD,2
Tonact Tg 10mg Strip Of 15 Tablets,1029,2465,TORRENT PHARMACEUTICALS LTD,2
Tonact 40mg Strip Of 15 Tablets,1035,2466,TORRENT PHARMACEUTICALS LTD,2
Topamac 100mg Tablet,1811,2467,TORRENT PHARMACEUTICALS LTD,2
Topamac 50mg Tablet,616,2468,TORRENT PHARMACEUTICALS LTD,2
Torleva 500mg Tablet,1967,2469,TORRENT PHARMACEUTICALS LTD,2
Toujeo Solostar 300u/ml Injection 1.5ml,1878,2470,TORRENT PHARMACEUTICALS LTD,2
Tracnil Sachet,1278,2471,TORRENT PHARMACEUTICALS LTD,2
Trajenta 5mg Strip Of 10 Tablets,1927,2472,TORRENT PHARMACEUTICALS LTD,2
Trajenta Duo 2.5/1000mg Tablet,836,2473,TORRENT PHARMACEUTICALS LTD,2
Trajenta Duo 2.5/500mg Tablet,1891,2474,TORRENT PHARMACEUTICALS LTD,2
Travatan Bottle Of 2.5ml Eye Drops,178,2475,TORRENT PHARMACEUTICALS LTD,2
Travacom Eye Drops,377,2476,TORRENT PHARMACEUTICALS LTD,2
Tresiba 100iu Flex Touch Pen Injection 3ml,1363,2477,TORRENT PHARMACEUTICALS LTD,2
Tresiba 100iu Penfill 3ml,1107,2478,TORRENT PHARMACEUTICALS LTD,2
Triolmesar 40mg Strip Of 10 Tablets,811,2479,TORRENT PHARMACEUTICALS LTD,2
Triolmesar 20mg Tablet,339,2480,TORRENT PHARMACEUTICALS LTD,2
Triolmezest 20mg Tablet,1347,2481,TORRENT PHARMACEUTICALS LTD,2
Triolmezest 40mg Tablet,583,2482,TORRENT PHARMACEUTICALS LTD,2
Trivolib 1mg Tab,1315,2483,TORRENT PHARMACEUTICALS LTD,2
Trivolib 2mg Strip Of 10 Tablets,595,2484,TORRENT PHARMACEUTICALS LTD,2
Trivolib Forte 2mg Strip Of 10 Tablets,283,2485,TORRENT PHARMACEUTICALS LTD,2
Trivoglitor 2mg Tab,918,2486,TORRENT PHARMACEUTICALS LTD,2
Trulicity 1.5 Inj Pen 0.5ml 2's,1471,2487,TORRENT PHARMACEUTICALS LTD,2
Tugain 10% Solution 60ml,102,2488,TORRENT PHARMACEUTICALS LTD,2
Tugain Men Soln 60ml,1604,2489,TORRENT PHARMACEUTICALS LTD,2
3 D Plus Skin Cream,315,2490,TORRENT PHARMACEUTICALS LTD,2
5 Mono Sr 30mg Tablet,998,2491,TORRENT PHARMACEUTICALS LTD,2
9 M Fol Cap 10's,806,2492,TORRENT PHARMACEUTICALS LTD,2
3 D Tube Of 10gm Cream,263,2493,TORRENT PHARMACEUTICALS LTD,2
4u Q10 Cap,1545,2494,TORRENT PHARMACEUTICALS LTD,2
4u Q10 Plus Cap,174,2495,TORRENT PHARMACEUTICALS LTD,2
4u Q10 Forte Bottle Of 30 Capsules,709,2496,TORRENT PHARMACEUTICALS LTD,2
4quin Eye Drops,735,2497,TORRENT PHARMACEUTICALS LTD,2
4quin 0.5% Eye Oint,1685,2498,TORRENT PHARMACEUTICALS LTD,2
4quin Kt Eye Drops,380,2499,TORRENT PHARMACEUTICALS LTD,2
4quin Lot Eye Drops,970,2500,TORRENT PHARMACEUTICALS LTD,2
3vc Vag Suppositories 3's,171,2501,TORRENT PHARMACEUTICALS LTD,2
50 Fit Cap,1583,2502,TORRENT PHARMACEUTICALS LTD,2
1 Al M Tablet,1529,2503,TORRENT PHARMACEUTICALS LTD,2
3 Nite Suppositories,1956,2504,TORRENT PHARMACEUTICALS LTD,2
1m Moisturising Cream Wash 100gm,687,2505,TORRENT PHARMACEUTICALS LTD,2
2b 12 Strip Of 15 Capsules,1571,2506,TORRENT PHARMACEUTICALS LTD,2
3d 60k Cap 4's,1951,2507,TORRENT PHARMACEUTICALS LTD,2
