name,price,id,description,priority
Fifty Shades Freed – E.L. James (2012),1220,4059,springer,4
One Hundred Years of Solitude – Gabriel Marquez (1967),780,4060,talor and fransic,4
Room – Emma Donoghue (2010),2426,4061,john wiley and sons,4
Catch-22 – Joseph Heller (1961),669,4062,harpewr and Row,4
If I Stay – Gayle Forman (2009),2064,4063,harpercollins,4
The Grapes of Wrath – John Steinbeck (1939),2291,4064,simon and schuster,4
The Road – Cormac McCarthy (2006),1796,4065,macmillan publishers,4
Les Miserables – Victor Hugo (1862),1436,4066,random house,4
Unbroken: A World War II Story – Laura Hillenbrand (2010),668,4067,Elsevier,4
The Sea of Monsters – Rick Riordan (2006),833,4068,springer,4
American Gods – Neil Gaiman (2001),2223,4069,talor and fransic,4
The Martian – Andy Weird (2012),2554,4070,john wiley and sons,4
It – Stephen King (1986),909,4071,harpewr and Row,4
Freakonomics – Steven Levitt (2005),1488,4072,harpercollins,4
The Battle of the Labyrinth – Rick Riordan (2008),739,4073,simon and schuster,4
Anne of Green Gables – L.M. Montgomery (1908),1715,4074,macmillan publishers,4
Confessions of a Shopaholic – Sophie Kinsella (2000),1613,4075,random house,4
A Walk to Remember – Nicholas Sparks (1999),1424,4076,Elsevier,4
Matched – Ally Condie (2010),1798,4077,springer,4
The Two Towers – J.R.R. Tolkien (1954),1096,4078,talor and fransic,4
Dune – Frank Herbert (1965),1535,4079,john wiley and sons,4
A Storm of Swords – George R.R. Martin (2000),1875,4080,harpewr and Row,4
The Sisterhood of the Traveling Pants – Ann Brashares (2001),1797,4081,harpercollins,4
Before I Fall – Lauren Oliver (2010),910,4082,simon and schuster,4
The Tipping Point – Malcolm Gladwell (2000),1461,4083,macmillan publishers,4
Lolita – Vladmir Nabokov (1955),1751,4084,random house,4
The Return of the King – J.R.R. Tolkien (1955),503,4085,Elsevier,4
The Titan’s Curse – Rick Riordan (2007),1844,4086,springer,4
Me Talk Pretty One Day – David Sedaris (2000),1657,4087,talor and fransic,4
Charlie and the Chocolate Factory – Roald Dahl (1964),1420,4088,john wiley and sons,4
The Last Olympian – Rick Riordan (2009),2885,4089,harpewr and Row,4
The Pillars of Earth – Ken Follett (1989),2023,4090,harpercollins,4
Girl with a Pearl Earring – Tracy Chevalier (1999),2447,4091,simon and schuster,4
One Flew Over the Cuckoo’s Nest – Ken Kasey (1962),1516,4092,macmillan publishers,4
Wicked – Gregory Maguire (1995),2927,4093,random house,4
Emma – Jane Austen (1815),1767,4094,Elsevier,4
Middlesex – Jeffrey Eugenides (2002),1089,4095,springer,4
Cinder – Marissa Meyer (2012),1001,4096,talor and fransic,4
The Goldfinch – Donna Tartt (2013),2530,4097,john wiley and sons,4
The Name of the Wind – Patrick Rothfuss (2007)books5-1,2084,4098,harpewr and Row,4
The Lost Hero – Rick Riordan (2010),1824,4099,harpercollins,4
The Night Circus – Erin Morgenstern (2011),2536,4100,simon and schuster,4
The Memory Keeper’s Daughter – Kim Edwards (2005),2909,4101,macmillan publishers,4
Ready Player One – Ernest Cline (2011),578,4102,random house,4
A Feast of Crows – George R.R. Martin (2005),2101,4103,Elsevier,4
Anna Karenina – Leo Tolstoy (1878),2271,4104,springer,4
Deception Point – Dan Brown (2002),1230,4105,talor and fransic,4
The Firm – John Grisham (1991),1024,4106,john wiley and sons,4
The Stand – Stephen King (1978),2066,4107,harpewr and Row,4
Wonder – R.J. Palacio (2012),2946,4108,harpercollins,4
Big Little Lies – Liane Moriarty (2014),2284,4109,simon and schuster,4
A Clockwork Orange – Anthony Burgess (1962),910,4110,macmillan publishers,4
Hush Hush – Becca Fitzpatrick (2009),2870,4111,random house,4
Uglies – Scott Westerfield (2005),2272,4112,Elsevier,4
Educated – Tara Westover (2018),2653,4113,springer,4
Crime and Punishment – Fyodor Dostoyevsky (1866),1721,4114,talor and fransic,4
Matilda – Roald Dahl (1988),2990,4115,john wiley and sons,4
Beautiful Creatures – Kami Garcia (2009),2092,4116,harpewr and Row,4
Divine Secrets of the Ya-Ya Sisterhood – Rebecca Wells (1996),2156,4117,harpercollins,4
Digital Fortress – Dan Brown (1998),2858,4118,simon and schuster,4
Dear John – Nicholas Sparks (2006),814,4119,macmillan publishers,4
Vampire Academy – Richelle Mead (2007),2479,4120,random house,4
The Bell Jar – Sylvia Plath (1963),1390,4121,Elsevier,4
Wild: From Lost to Found – Cheryl Strayed (2012),2479,4122,springer,4
The Shack – W. Paul Young (2007),2755,4123,talor and fransic,4
Beautiful Disaster – Jamie McGuire (2011),887,4124,john wiley and sons,4
The Red Tent – Anita Diamant (1997),559,4125,harpewr and Row,4
The Last Song – Nicholas Sparks (2009),2686,4126,harpercollins,4
Dead Until Dark – Charlaine Harris (2001),1899,4127,simon and schuster,4
A Dance with Dragons – George R.R. Martin (2011),962,4128,macmillan publishers,4
The Immortal Life of Henrietta Lacks – Rebecca Skloot (2010),2514,4129,random house,4
Siddhartha – Hermann Hesse (1922),671,4130,Elsevier,4
The Guernsey Literary and Potato Peel Pie Society – Mary Ann Shaffer (2008),1889,4131,springer,4
Something Borrowed – Emily Giffin (2004),1965,4132,talor and fransic,4
Angela’s Ashes – Frank McCourt (1996),1106,4133,john wiley and sons,4
Persuasion – Jane Austen (1817),2530,4134,harpewr and Row,4
Dark Places – Gillian Flynn (2009),1333,4135,harpercollins,4
Watchmen – Alan Moore (1987),2711,4136,simon and schuster,4
Fangirl – Rainbow Rowell (2013),806,4137,macmillan publishers,4
The Color Purple – Alice Walker (1982),2534,4138,random house,4
One for the Money – Janet Evanovich (1994),2562,4139,Elsevier,4
Fallen – Lauren Kate (2009),1474,4140,springer,4
The Gunslinger – Stephen King (1982),1375,4141,talor and fransic,4
Interview with a Vampire – Anne Rice (1976),2777,4142,john wiley and sons,4
The Nightingale – Kristin Hannah (2015),1293,4143,harpewr and Row,4
Fight Club – Chuck Palahniuk (2005),889,4144,harpercollins,4
The Other Boleyn Girl – Philippa Gregory (2001),1552,4145,simon and schuster,4
Sharp Objects – Gillian Flynn (2006),2882,4146,macmillan publishers,4
The Husband’s Secret – Liane Moriarty (2013),2180,4147,random house,4
Bared to You – Sylvia Day (2012),688,4148,Elsevier,4
Marley and Me – John Grogan (2005),1192,4149,springer,4
Throne of Glass – Sarah J Maas (2012),1764,4150,talor and fransic,4
City of Fallen Angels – Cassandra Clare (2011),985,4151,john wiley and sons,4
Outliers – Malcolm Gladwell (2008),1279,4152,harpewr and Row,4
Blink – Malcolm Gladwell (2007),2826,4153,harpercollins,4
The Devil in the White City – Erik Larson (2003),711,4154,simon and schuster,4
Misery – Stephen King (1987),1609,4155,macmillan publishers,4
Marked – P.C. Cast and Kristin Cast (2007),913,4156,random house,4
Shiver – Maggie Stiefvater (2009),2457,4157,Elsevier,4
The Silence of the Lambs – Thomas Harris (1988),2811,4158,springer,4
The Art of Racing in the Rain – Garth Stein (2008),651,4159,talor and fransic,4
Atonement – Ian McEwan (2001),1662,4160,john wiley and sons,4
The Cuckoo’s Calling – Robert Galbraith (2013),515,4161,harpewr and Row,4
Inferno – Dan Brown (2013),2068,4162,harpercollins,4
An Abundance of Katherines – John Green (2006),2056,4163,simon and schuster,4
The Ocean at the End of the Lane – Neil Gaiman (2013),1782,4164,macmillan publishers,4
Bridge to Terabithia – Katherin Paterson (1977),753,4165,random house,4
Flowers for Algernon – Daniel Keyes (1959),712,4166,Elsevier,4
Delirium – Lauren Oliver (2011),1214,4167,springer,4
Red Queen – Victoria Aveyard (2015),556,4168,talor and fransic,4
How to Win Friends and Influence People – Dale Carnegie (1936),2181,4169,john wiley and sons,4
The Scorch Trials – James Dashner (2010),2025,4170,harpewr and Row,4
The Boy in the Striped Pajamas – John Boyne (2006),1695,4171,harpercollins,4
The 7 Habits of Highly Effective People – Stephen Covey (1989),1210,4172,simon and schuster,4
Good Omens – Terry Pratchett and Neil Gaiman (1990),1208,4173,macmillan publishers,4
Sarah’s Key – Tatiana Rosnay (2006),2310,4174,random house,4
Never Let Me Go – Kazuo Ishiguro (2005),992,4175,Elsevier,4
World War Z – Max Brooks (2006),754,4176,springer,4
East of Eden – John Steinbeck (1952),2911,4177,talor and fransic,4
The Mark of Athena – Rick Riordan (2012),1927,4178,john wiley and sons,4
The Graveyard Book – Neil Gaiman (2008),2712,4179,harpewr and Row,4
Rebecca – Daphne du Maurier (1938),766,4180,harpercollins,4
City of Lost Souls – Cassandra Clare (2012),1917,4181,simon and schuster,4
The Bourne Identity – Robert Ludlum (1980),1859,4182,macmillan publishers,4
The Shadow of the Wind – Carlos Zafon (2001),2909,4183,random house,4
Legend – Marie Lu (2011),1843,4184,Elsevier,4
We Were Liars – E. Lockhard (2014),1687,4185,springer,4
A Man Called Ove – Fredrik Backman (2012),661,4186,talor and fransic,4
Is Everything Hanging Out Without Me? – Mindy Kaling (2011),1183,4187,john wiley and sons,4
Along Came a Spider – James Patterson (1993),2802,4188,harpewr and Row,4
The Rosie Project – Graeme Simsion (2013),2355,4189,harpercollins,4
The Client – John Grisham (1993),2120,4190,simon and schuster,4
The Son of Neptune – Rick Riordan (2011),2440,4191,macmillan publishers,4
The Tales of Beedle the Bard – J.K. Rowling (2007),1017,4192,random house,4
Love in the Time of Cholera – Gabriel Marquez (1985),1736,4193,Elsevier,4
Extremely Loud and Incredibly Close – Jonathan Foer (2005),640,4194,springer,4
Neverwhere – Neil Gaiman (2003),1896,4195,talor and fransic,4
The Nanny Diaries – Emma McLaughlin (2002),926,4196,john wiley and sons,4
Treasure Island – Robert Stevenson (1882),2648,4197,harpewr and Row,4
11/22/63 – Stephen King (2011) books5-1,1572,4198,harpercollins,4
A Child Called “It” – David Pelzer (1995),1436,4199,simon and schuster,4
A Tree Grows in Brooklyn – Betty Smith (1943),826,4200,macmillan publishers,4
The Light Between Oceans – M.L. Stedman (2012),2435,4201,random house,4
Foundation – Isaac Asimov (1951),2974,4202,Elsevier,4
Watership Down – Richard Adams (1972),2769,4203,springer,4
The Magician’s Nephew – C.S. Lewis (1955),2239,4204,talor and fransic,4
Yes Please – Amy Poehler (2014),2038,4205,john wiley and sons,4
The 5th Wave – Rick Yancey (2013),2780,4206,harpewr and Row,4
Graceling – Kristin Cashore (2008),2776,4207,harpercollins,4
The Sun Also Rises – Ernest Hemingway (1926),1068,4208,simon and schuster,4
Can You Keep a Secret? – Sophie Kinsella (2005),715,4209,macmillan publishers,4
The Wise Man’s Fear – Patrick Rothfuss (2011),2874,4210,random house,4
Running with Scissors – Augusten Burroughs (2002),2481,4211,Elsevier,4
I Know Why the Caged Bird Sings – Maya Angelou (1969),1565,4212,springer,4
Into the Air – Jon Krakauer (1997),2141,4213,talor and fransic,4
Atlas Shrugged – Ayn Rand (1957),1156,4214,john wiley and sons,4
The Pelican Brief – John Grisham (1992),2541,4215,harpewr and Row,4
Inheart – Cornelia Funk (2003),2038,4216,harpercollins,4
James and the Giant Peach – Roald Dahl (1961),2683,4217,simon and schuster,4
Anna and the French Kiss – Stephanie Perkins (2010),810,4218,macmillan publishers,4
Pet Sematary – Stephen King (1983),2307,4219,random house,4
Snow Flower and the Secret Fan – Lisa See (2005),740,4220,Elsevier,4
The Elite – Kiera Cass (2013),2751,4221,springer,4
Where’d You Go Bernadette – Maria Semple (2012),2561,4222,talor and fransic,4
Cutting for Stone – Abraham Verghese (2009),2411,4223,john wiley and sons,4
Orphan Train – Chrstina Kline (2013),2833,4224,harpewr and Row,4
The Eye of the World – Robert Jordan (1990),744,4225,harpercollins,4
The Wonderful Wizard of Oz – Frank L. Baum (1990),1441,4226,simon and schuster,4
Three Cups of Tea – Greg Mortenson (2006),1589,4227,macmillan publishers,4
P.S. I Love You – Cecelia Ahern (2003),763,4228,random house,4
Diary of a Wimpy Kid – Jeff Kinney (2004),2096,4229,Elsevier,4
Where the Red Ferns Grow – Wilson Rawls (1961),1307,4230,springer,4
The Lucky One – Nicholas Sparks (2008),2615,4231,talor and fransic,4
Shadow Kiss – Richelle Mead (2008),624,4232,john wiley and sons,4
Like Water for Chocolate – Laura Esquivel (1989),1472,4233,harpewr and Row,4
Safe Haven – Nicholas Sparks (2010),2554,4234,harpercollins,4
The Strange Case of Dr. Jekyll and Mr. Hyde – Robert Stevenson (1886),2665,4235,simon and schuster,4
The BFG – Roald Dahl (1982),2087,4236,macmillan publishers,4
Cat’s Cradle – Kurt Vonnegut (1963),2753,4237,random house,4
The Hunt for Red October – Tom Clancy (1984),2068,4238,Elsevier,4
The Subtle Knife – Philip Pullman (1997),1005,4239,springer,4
Under the Tuscan Sun – Frances Mayes (1996),1033,4240,talor and fransic,4
Kiss the Girls – James Patterson (1995),1253,4241,john wiley and sons,4
Stardust – Neil Gaiman (1998),2248,4242,harpewr and Row,4
I am Malala – Malala Yousafzai (2012),1950,4243,harpercollins,4
Who Moved My Cheese? – Spencer Johnson (1998),1198,4244,simon and schuster,4
I am Number Four – Pittacus Lore (2010),898,4245,macmillan publishers,4
Will Grayson Will Grayson – John Green (2010),2395,4246,random house,4
The Godfather – Mario Puzo (1969),2052,4247,Elsevier,4
Reflected in You – Sylvia Day (2012),2964,4248,springer,4
The Death Cure – James Dashner (2011),1334,4249,talor and fransic,4
The Thorn Birds – Colleen McCullough (1977),1563,4250,john wiley and sons,4
She’s Come Undone – Wally Lamb (1992),1808,4251,harpewr and Row,4
Frostbite – Richelle Mead (2008),655,4252,harpercollins,4
A Walk in the Woods – Bill Bryson (1997),2156,4253,simon and schuster,4
The Secret – Rhonda Byrne (2006),1342,4254,macmillan publishers,4
The Final Empire – Brandon Sanderson (2006),1726,4255,random house,4
Oliver Twist – Charles Dickens (1838),696,4256,Elsevier,4
The One – Kiera Cass (2014),1172,4257,springer,4
The Crucible – Arther Miller (1953),2302,4258,talor and fransic,4
The Unbearable Lightness of Being – Milan Kundera (1984),1306,4259,john wiley and sons,4
Do Androids Dream of Electric Sheep? – Philip K. Dick (1968),2297,4260,harpewr and Row,4
A Discovery of Witches – Deborah Harkness (2011),1866,4261,harpercollins,4
Othello – William Shakespeare (1603),577,4262,simon and schuster,4
The Casual Vacancy – J.K. Rowling (2012),1287,4263,macmillan publishers,4
The Fountainhead – Ayn Rand (1943),1776,4264,random house,4
I Know This Much is True – Wally Lamb (1998),2799,4265,Elsevier,4
Nineteen Minutes – Jodi Picoult (2007),1751,4266,springer,4
Salem’s Lot – Stephen King (1975),2548,4267,talor and fransic,4
The Screwtape Letters – C.S. Lewis (1942),2620,4268,john wiley and sons,4
A Court of Thorns and Roses – Sarah J Maas (2015),1377,4269,harpewr and Row,4
The Red Pyramid – Rick Riordan (2010),2535,4270,harpercollins,4
The Last Lecture – Randy Pausch (2008),2750,4271,simon and schuster,4
White Oleander – Janet Fitch (1999),604,4272,macmillan publishers,4
Beloved – Toni Morrison (1987),2418,4273,random house,4
Good in Bed – Jennifer Weiner (2001),1637,4274,Elsevier,4
Sill Alice – Lisa Genova (2001),953,4275,springer,4
Stargirl – Jerry Spinelli (2000),1216,4276,talor and fransic,4
Fear and Loathing in Las Vegas – Hunter Thompson (1971),1178,4277,john wiley and sons,4
1st to Die – James Patterson (2005),1557,4278,harpewr and Row,4
A Prayer to Owen Meany – John Irving (1989),2317,4279,harpercollins,4
The Importance of Being Earnest – Oscar Wilde (1985),2769,4280,simon and schuster,4
One Day – David Nicholls (2009),1818,4281,macmillan publishers,4
The Witches – Roald Dahl (1983),1071,4282,random house,4
Daughter of Smoke & Bone – Laini Taylor (2011),2477,4283,Elsevier,4
Murder on the Orient Express – Agatha Christie (1934),2868,4284,springer,4
Blood Promise – Richelle Mead (2009),2193,4285,talor and fransic,4
Hatchet – Gary Paulsen (1986),2388,4286,john wiley and sons,4
Northanger Abbey – Jane Austen (1817),850,4287,harpewr and Row,4
Dark Lover – J.R. Ward (2005),2477,4288,harpercollins,4
The Color of Magic – Terry Pratchett (1983),2882,4289,simon and schuster,4
What Alice Forgot – Liane Moriarty (2009),656,4290,macmillan publishers,4
Perfume: The Story of a Murderer – Patrick Suskind (1985),1407,4291,random house,4
And the Mountains Echoed – Khaled Hosseini (2012),1113,4292,Elsevier,4
John Adams – David McCullough (2001),2270,4293,springer,4
Norwegian Wood – Haruki Murakami (1987),2150,4294,talor and fransic,4
A Study in Scarlet – Arthur Conan Doyle (1887),567,4295,john wiley and sons,4
Heaven is for Real – Todd Burpo (2010),1182,4296,harpewr and Row,4
The New Drawing on the Right Side of the Brain – Betty Edwards (1999),2962,4297,harpercollins,4
The Name of the Rose – Umberto Eco (1980)books5-1,1132,4298,simon and schuster,4
When Breath Becomes Air – Paul Kalanithi (2016),2664,4299,macmillan publishers,4
Mansfield Park – Jane Austen (1814),1891,4300,random house,4
Crescendo – Becca Fitzpatrick (2010),585,4301,Elsevier,4
Brisingr – Christopher Paolini (2008),712,4302,springer,4
The Pact – Jodi Picould (1998),1226,4303,talor and fransic,4
Evermore – Alyson Noel (2009),1540,4304,john wiley and sons,4
Stranger in a Strange Land – Robert Heinlein (1961),985,4305,harpewr and Row,4
Spirit Bound – Richelle Mead (2010),2450,4306,harpercollins,4
Scarlet – Marissa Meyer (2013),997,4307,simon and schuster,4
Man’s Search for Meaning  – Viktor Frankl (1946),656,4308,macmillan publishers,4
The Art of War – Sun Tzu (500 BC),1426,4309,random house,4
The Thirteenth Tale – Diane Setterland (2006),598,4310,Elsevier,4
Storm Front – Jim Butcher (2000),2844,4311,springer,4
The Three Musketeers – Alexandre Dumas (1844),1028,4312,talor and fransic,4
The Amber Spyglass -Philip Pullman (2000),1224,4313,john wiley and sons,4
The Runaway Jury – John Grisham (1996),751,4314,harpewr and Row,4
Before I Go to Sleep – S.J. Watson (2011),2289,4315,harpercollins,4
Fried Green Tomatoes at the Whistle Shop Café – Fannie Flagg (1987),1439,4316,simon and schuster,4
Last Sacrifice – Richelle Mead (2010),1959,4317,macmillan publishers,4
Everything Everything – Nicola Yoon (2015),2320,4318,random house,4
Things Fall Apart – Chinua Achebe (1958),2177,4319,Elsevier,4
Dragonfly in Amber – Diana Gabaldon (1992),877,4320,springer,4
A Streetcar Names Desire – Tennessee Williams (1947),2893,4321,talor and fransic,4
Where She Went – Gayle Forman (2011),2273,4322,john wiley and sons,4
In the Woods – Tara French (2007),2198,4323,harpewr and Row,4
Mere Christianity – C.S. Lewis (1952),995,4324,harpercollins,4
The Story of Art – E.H. Gombrich (1950),2213,4325,simon and schuster,4
City of Heavenly Fire – Cassandra Clare (2014),2132,4326,macmillan publishers,4
V for Vendetta – Alan Moore (1990),2643,4327,random house,4
A Short History of Nearly Everything – Bill Bryson (2003),2428,4328,Elsevier,4
The Undomestic Goddess – Sophie Kinsella (2005),533,4329,springer,4
Crown of Midnight – Sarah J Maas (2013),2278,4330,talor and fransic,4
Shatter Me – Taherah Mafi (2011),2879,4331,john wiley and sons,4
Hopeless – Colleen Hoover (2012),1387,4332,harpewr and Row,4
The Paris Wife – Paula McLain (2011),2568,4333,harpercollins,4
I Robot – Isaac Asimov (1950),1886,4334,simon and schuster,4
Station Eleven – Emily St. John Mandel (2014),676,4335,macmillan publishers,4
Rich Dad Poor Dad – Robert Kiyosaki (1997),1121,4336,random house,4
Kafka on the Shore – Haruki Murakami (2002),2969,4337,Elsevier,4
Odd Thomas – Dean Koontz (2003),967,4338,springer,4
Dead to the World – Charlaine Harris (2004),1044,4339,talor and fransic,4
A Farewell to Arms – Ernest Hemingway (1929),851,4340,john wiley and sons,4
Little House on the Prairie – Laura Wilder (1935),2959,4341,harpewr and Row,4
Defending Jacob – William Landay (2012),671,4342,harpercollins,4
Neuromancer – William Gibson (1984),1197,4343,simon and schuster,4
The Historian – Elizabeth Kostova (2005),2772,4344,macmillan publishers,4
For Whom the Bell Tolls – Ernest Hemingway (1940),2434,4345,random house,4
Perfect Chemistry – Simone Ekleles (2008),745,4346,Elsevier,4
Silence – Becca Fitzpatrick (2011),630,4347,springer,4
War and Peace – Leo Tolstoy (1868),2224,4348,talor and fransic,4
Peter Pan – J.M/ Barrie (1904),1172,4349,john wiley and sons,4
Betrayed – P.C. Cast and Kristin Cast (2007),1509,4350,harpewr and Row,4
The Secret History – Donna Tartt (1992),2385,4351,harpercollins,4
Where the Heart is – Billie Letts (1998),1030,4352,simon and schuster,4
Dress Your Family in Corduroy and Denim – David Sedaris (2004),2993,4353,macmillan publishers,4
Just Listen – Sarah Dessen (2006),2543,4354,random house,4
The Invention of Wings – Sue Monk Kidd (2014),1994,4355,Elsevier,4
Living Dead in Dallas – Charlaine Harris (2002),2470,4356,springer,4
After You – Jojo Moyes (2015),2569,4357,talor and fransic,4
Naked – David Sedaris (1997),1957,4358,john wiley and sons,4
Go Ask Alice – Anonymous (1971),1406,4359,harpewr and Row,4
The 5 Love Languages – Gary Chapman (1990),1797,4360,harpercollins,4
Maus 1: A survivor’s tale – Art Spiegelman (1985),2300,4361,simon and schuster,4
Bel Canto – Ann Patchett (2001),1730,4362,macmillan publishers,4
Fall of Giants – Ken Follett (2010),1900,4363,random house,4
The Princess Diaries – Meg Cabot (2000),2449,4364,Elsevier,4
A Brief History of Time – Stephen Hawking (1987),2564,4365,springer,4
Robinson Crusoe – Daniel Defoe (1719),850,4366,talor and fransic,4
Pretties – Scott Westerfield (2005),792,4367,john wiley and sons,4
Cress – Marissa Meyer (2014),2534,4368,harpewr and Row,4
The Things They Carried – Tim O’Brien (1990),860,4369,harpercollins,4
Voyager – Diana Gabaldon (1993),1330,4370,simon and schuster,4
Little Fires Everywhere – Celeste Ng (2017),2337,4371,macmillan publishers,4
Tess of the D’Urbervilles – Thomas Hardy (1891),1600,4372,random house,4
Guns Germs and Steel – Jared Diamond (1997),2235,4373,Elsevier,4
Little Bee – Chris Cleave (2008),1862,4374,springer,4
Black Beauty – Anne Sewell (1877),2325,4375,talor and fransic,4
The Green Mile – Stephen King (1996),1930,4376,john wiley and sons,4
The Hiding Place – Corrie Boom (1971),2312,4377,harpewr and Row,4
Chosen – P.C. Cast and Kristin Cast (2008),2706,4378,harpercollins,4
The Power of Habit – Charles Duhigg (2011),2385,4379,simon and schuster,4
Madame Bovary – Gustave Flaubert (1856),2660,4380,macmillan publishers,4
The Phantom Tollbooth – Norton Juster (1961),504,4381,random house,4
The Namesake – Jhumpa Lahiri (2003),2496,4382,Elsevier,4
The Woman in Cabin 10 – Ruth Ware (2016),2852,4383,springer,4
The Good Earth – Pearl Buck (1931),685,4384,talor and fransic,4
The Prince – Niccolo Machiavelli (1513),1830,4385,john wiley and sons,4
Club Dead – Charlaine Harris (2003),2824,4386,harpewr and Row,4
Untamed – P.C. Cast and Kristin Cast (2008),2060,4387,harpercollins,4
The No. 1 Ladies’ Detective Agency – Alexander Smith (1998),1794,4388,simon and schuster,4
Snow Crash – Neal Stephenson (1992),1681,4389,macmillan publishers,4
The Way of Kings – Brandon Sanderson (2010),2052,4390,random house,4
Message in a Bottle – Nicholas (1998),2354,4391,Elsevier,4
The House of Hades – Rick Riordan (2013),2515,4392,springer,4
The Virgin Suicides – Jeffrey Eugenides (1993),1453,4393,talor and fransic,4
The God of Small Things – Roy Arundhati (1997),1928,4394,john wiley and sons,4
Cold Mountain – Charles Frazier (1997),2418,4395,harpewr and Row,4
Easy – Tammara Webber (2012),1249,4396,harpercollins,4
Pandemonium – Lauren Oliver (2012),1999,4397,simon and schuster,4
The Well of Ascension – Brandon Sanderson (2007)books5-1,1950,4398,macmillan publishers,4
Killing Floor – Lee Child (1997),1003,4399,random house,4
A Confederacy of Dunces – John Toole (1980),1827,4400,Elsevier,4
The Brief Wondrous Life of Oscar Wao – Junot Diaz (2007),2626,4401,springer,4
The War of the Worlds – H.G. Wells (1898),579,4402,talor and fransic,4
Little House in the Big Woods – Laura Wilder (1932),698,4403,john wiley and sons,4
