name,price,id,description,priority
Chocolate milk,1064,392,Chocolate milk made from sugar free syrup NS as to type of milk,1
Chocolate milk,2014,394,Chocolate milk made from sugar free syrup with whole milk,1
Chocolate milk,1659,395,Chocolate milk made from sugar free syrup with reduced fat milk,1
Chocolate milk,1527,396,Chocolate milk made from sugar free syrup with low fat milk,1
Chocolate milk,1696,398,Chocolate milk made from sugar free syrup with fat free milk,1
Chocolate milk,1686,399,Chocolate milk made from sugar free syrup with non-dairy milk,1
Hot chocolate / Cocoa,1342,400,Hot chocolate / Cocoa made with dry mix and water,1
Hot chocolate / Cocoa,1296,402,Hot chocolate / Cocoa made with dry mix and whole milk,1
Hot chocolate / Cocoa,1261,403,Hot chocolate / Cocoa made with dry mix and reduced fat milk,1
Hot chocolate / Cocoa,2493,404,Hot chocolate / Cocoa made with dry mix and low fat milk,1
Hot chocolate / Cocoa,2008,405,Hot chocolate / Cocoa made with dry mix and fat free milk,1
Hot chocolate / Cocoa,2569,407,Hot chocolate / Cocoa made with dry mix and non-dairy milk,1
Hot chocolate / Cocoa,2598,408,Hot chocolate / Cocoa made with no sugar added dry mix and water,1
Hot chocolate / Cocoa,2141,409,Hot chocolate / Cocoa made with no sugar added dry mix and whole milk,1
Hot chocolate / Cocoa,1990,411,Hot chocolate / Cocoa made with no sugar added dry mix and reduced fat milk,1
Hot chocolate / Cocoa,1878,412,Hot chocolate / Cocoa made with no sugar added dry mix and low fat milk,1
Hot chocolate / Cocoa,1885,413,Hot chocolate / Cocoa made with no sugar added dry mix and fat free milk,1
Hot chocolate / Cocoa,2628,415,Hot chocolate / Cocoa made with no sugar added dry mix and non-dairy milk,1
Strawberry milk,506,416,Strawberry milk NFS,1
Strawberry milk,1979,417,Strawberry milk whole,1
Strawberry milk,2654,418,Strawberry milk reduced fat,1
Strawberry milk,1349,420,Strawberry milk low fat,1
Strawberry milk,2426,421,Strawberry milk fat free,1
Strawberry milk,786,422,Strawberry milk reduced sugar,1
Strawberry milk,1829,424,Strawberry milk non-dairy,1
Milk,744,425,Milk malted,1
Eggnog,914,426,Eggnog,1
Milk shake,716,428,Milk shake home recipe chocolate,1
Milk shake,1382,429,Milk shake home recipe flavors other than chocolate,1
Milk shake,2005,430,Milk shake home recipe chocolate light,1
Milk shake,2902,431,Milk shake home recipe flavors other than chocolate light,1
Milk shake with malt,1813,433,Milk shake with malt,1
Milk shake,2459,434,Milk shake fast food chocolate,1
Milk shake,2801,435,Milk shake fast food flavors other than chocolate,1
Milk shake,1750,437,Milk shake bottled chocolate,1
Milk shake,633,438,Milk shake bottled flavors other than chocolate,1
Licuado or Batido,2816,439,Licuado or Batido,1
Fruit smoothie,1509,441,Fruit smoothie NFS,1
Fruit smoothie,1102,442,Fruit smoothie with whole fruit and dairy,1
Fruit smoothie,2423,443,Fruit smoothie with whole fruit and dairy added protein,1
Fruit smoothie juice drink,2200,444,Fruit smoothie juice drink with dairy,1
Chocolate milk drink,2051,446,Chocolate milk drink,1
Infant formula,685,447,Infant formula NFS,1
Infant formula,727,448,Infant formula NS as to form (Similac Expert Care Alimentum),1
Infant formula,1735,450,Infant formula ready-to-feed (Similac Expert Care Alimentum),1
Infant formula,687,451,Infant formula powder made with water NFS (Similac Expert Care Alimentum),1
Infant formula,2160,452,Infant formula powder made with tap water (Similac Expert Care Alimentum),1
Infant formula,2086,454,Infant formula powder made with plain bottled water (Similac Expert Care Alimentum),1
Infant formula,2856,455,Infant formula powder made with baby water (Similac Expert Care Alimentum),1
Infant formula,2133,456,Infant formula NS as to form (Similac Advance),1
Infant formula,992,457,Infant formula ready-to-feed (Similac Advance),1
Infant formula,884,459,Infant formula liquid concentrate made with water NFS (Similac Advance),1
Infant formula,960,460,Infant formula powder made with water NFS (Similac Advance),1
Infant formula,2939,461,Infant formula liquid concentrate made with tap water (Similac Advance),1
Infant formula,2996,463,Infant formula liquid concentrate made with plain bottled water (Similac Advance),1
Infant formula,1400,464,Infant formula liquid concentrate made with baby water (Similac Advance),1
Infant formula,1956,465,Infant formula powder made with tap water (Similac Advance),1
Infant formula,2714,467,Infant formula powder made with plain bottled water (Similac Advance),1
Infant formula,1225,468,Infant formula powder made with baby water (Similac Advance),1
Infant formula,1619,469,Infant formula NS as to form (Similac Advance Organic),1
Infant formula,1715,470,Infant formula ready-to-feed (Similac Advance Organic),1
Infant formula,1030,472,Infant formula powder made with water NFS (Similac Advance Organic),1
Infant formula,2190,473,Infant formula powder made with tap water (Similac Advance Organic),1
Infant formula,1011,474,Infant formula powder made with plain bottled water (Similac Advance Organic),1
Infant formula,1859,476,Infant formula powder made with baby water (Similac Advance Organic),1
Infant formula,1901,477,Infant formula NS as to form (Similac Sensitive),1
Infant formula,860,478,Infant formula ready-to-feed (Similac Sensitive),1
Infant formula,2461,480,Infant formula liquid concentrate made with water NFS (Similac Sensitive),1
Infant formula,2006,481,Infant formula powder made with water NFS (Similac Sensitive),1
Infant formula,1305,482,Infant formula liquid concentrate made with tap water (Similac Sensitive),1
Infant formula,2382,483,Infant formula liquid concentrate made with plain bottled water (Similac Sensitive),1
Infant formula,2328,485,Infant formula liquid concentrate made with baby water (Similac Sensitive),1
Infant formula,2547,486,Infant formula powder made with tap water (Similac Sensitive),1
Infant formula,1578,487,Infant formula powder made with plain bottled water (Similac Sensitive),1
Infant formula,1340,489,Infant formula powder made with baby water (Similac Sensitive),1
Infant formula,1170,490,Infant formula NS as to form (Similac for Spit-Up),1
Infant formula,2139,491,Infant formula ready-to-feed (Similac for Spit-Up),1
Infant formula,1462,493,Infant formula powder made with water NFS (Similac for Spit-Up),1
Infant formula,927,494,Infant formula NS as to form (Similac Expert Care NeoSure),1
Infant formula,1412,495,Infant formula ready-to-feed (Similac Expert Care NeoSure),1
Infant formula,2711,496,Infant formula powder made with water NFS (Similac Expert Care NeoSure),1
Infant formula,1993,498,Infant formula powder made with tap water (Similac Expert Care NeoSure),1
Infant formula,1071,499,Infant formula powder made with plain bottled water (Similac Expert Care NeoSure),1
Infant formula,2910,500,Infant formula powder made with baby water (Similac Expert Care NeoSure),1
Infant formula,1839,502,Infant formula NS as to form (Similac Go and Grow),1
Infant formula,882,503,Infant formula powder made with water NFS (Similac Go and Grow),1
Infant formula,1809,504,Infant formula NS as to form (Enfamil Newborn),1
Infant formula,1931,506,Infant formula ready-to-feed (Enfamil Newborn),1
Infant formula,1900,507,Infant formula powder made with water NFS (Enfamil Newborn),1
Infant formula,1421,508,Infant formula powder made with tap water (Enfamil Newborn),1
Infant formula,2437,509,Infant formula powder made with plain bottled water (Enfamil Newborn),1
Infant formula,1044,511,Infant formula powder made with baby water (Enfamil Newborn),1
Infant formula,2341,512,Infant formula NS as to form (Enfamil Infant),1
Infant formula,804,513,Infant formula ready-to-feed (Enfamil Infant),1
Infant formula,2648,515,Infant formula liquid concentrate made with water NFS (Enfamil Infant),1
Infant formula,1751,516,Infant formula liquid concentrate made with tap water (Enfamil Infant),1
Infant formula,989,517,Infant formula liquid concentrate made with plain bottled water (Enfamil Infant),1
Infant formula,1000,519,Infant formula liquid concentrate made with baby water (Enfamil Infant),1
Infant formula,568,520,Infant formula powder made with water NFS (Enfamil Infant),1
Infant formula,515,521,Infant formula powder made with tap water (Enfamil Infant),1
Infant formula,545,522,Infant formula powder made with plain bottled water (Enfamil Infant),1
Infant formula,2805,524,Infant formula powder made with baby water (Enfamil Infant),1
Infant formula,1562,525,Infant formula NS as to form (Enfamil A.R.),1
Infant formula,910,526,Infant formula ready-to-feed (Enfamil A.R.),1
Infant formula,755,528,Infant formula powder made with water NFS (Enfamil A.R.),1
Infant formula,2495,529,Infant formula powder made with tap water (Enfamil A.R.),1
Infant formula,1432,530,Infant formula NS as to form (Enfamil EnfaCare),1
Infant formula,2549,532,Infant formula ready-to-feed (Enfamil EnfaCare),1
Infant formula,2919,533,Infant formula powder made with water NFS (Enfamil EnfaCare),1
Infant formula,2871,534,Infant formula powder made with plain bottled water (Enfamil A.R.),1
Infant formula,2418,535,Infant formula powder made with baby water (Enfamil A.R.),1
Infant formula,2640,537,Infant formula NS as to form (Enfamil Gentlease),1
Infant formula,2105,538,Infant formula ready-to-feed (Enfamil Gentlease),1
Infant formula,2461,539,Infant formula powder made with water NFS (Enfamil Gentlease),1
Infant formula,972,541,Infant formula powder made with tap water (Enfamil EnfaCare),1
Infant formula,956,542,Infant formula powder made with plain bottled water (Enfamil EnfaCare),1
Infant formula,1011,543,Infant formula powder made with baby water (Enfamil EnfaCare),1
Infant formula,2469,545,Infant formula powder made with tap water (Enfamil Gentlease),1
Infant formula,1559,546,Infant formula powder made with plain bottled water (Enfamil Gentlease),1
Infant formula,1079,547,Infant formula powder made with baby water (Enfamil Gentlease),1
Infant formula,2941,548,Infant formula NS as to form (Enfamil Enfagrow Toddler Transitions),1
Infant formula,1287,550,Infant formula ready-to-feed (Enfamil Enfragrow Toddler Transitions),1
Infant formula,1566,551,Infant formula powder made with water NFS (Enfamil Enfragrow Toddler Transitions),1
Infant formula,1603,552,Infant formula powder made with tap water (Enfamil Enfagrow Toddler Transitions),1
Infant formula,1233,554,Infant formula powder made with plain bottled water (Enfamil Enfagrow Toddler Transitions),1
Infant formula,1663,555,Infant formula powder made with baby water (Enfamil Enfagrow Toddler Transitions),1
Infant formula,2081,556,Infant formula NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease),1
Infant formula,854,558,Infant formula powder made with water NFS (Enfamil Enfagrow Toddler Transitions Gentlease),1
Infant formula,2840,559,Infant formula powder made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease),1
Infant formula,970,560,Infant formula powder made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease),1
Infant formula,2011,561,Infant formula powder made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease),1
Infant formula,2607,563,Infant formula NS as to form (PediaSure),1
Infant formula,829,564,Infant formula ready-to-feed (PediaSure),1
Infant formula,2025,565,Infant formula with fiber NS as to form (PediaSure Fiber),1
Infant formula,2395,567,Infant formula with fiber ready-to-feed (PediaSure Fiber),1
Infant formula,1893,568,Infant formula NS as to form (Gerber Good Start Gentle),1
Infant formula,1575,569,Infant formula ready-to-feed (Gerber Good Start Gentle),1
Infant formula,712,571,Infant formula liquid concentrate made with water NFS (Gerber Good Start Gentle),1
Infant formula,1311,572,Infant formula powder made with water NFS (Gerber Good Start Gentle),1
Infant formula,2440,573,Infant formula liquid concentrate made with tap water (Gerber Good Start Gentle),1
Infant formula,1890,574,Infant formula liquid concentrate made with plain bottled water (Gerber Good Start Gentle),1
Infant formula,1329,576,Infant formula liquid concentrate made with baby water (Gerber Good Start Gentle),1
Infant formula,2969,577,Infant formula powder made with tap water (Gerber Good Start Gentle),1
Infant formula,2916,578,Infant formula powder made with plain bottled water (Gerber Good Start Gentle),1
Infant formula,1889,580,Infant formula powder made with baby water (Gerber Good Start Gentle),1
Infant formula,649,581,Infant formula NS as to form (Gerber Good Start Protect),1
Infant formula,2705,582,Infant formula powder made with water NFS (Gerber Good Start Protect),1
Infant formula,1841,584,Infant formula powder made with tap water (Gerber Good Start Protect),1
Infant formula,1553,585,Infant formula powder made with plain bottled water (Gerber Good Start Protect),1
Infant formula,1205,586,Infant formula powder made with baby water (Gerber Good Start Protect),1
Infant formula,2049,587,Infant formula NS as to form (Gerber Graduates Gentle),1
Infant formula,2933,589,Infant formula NS as to form (Gerber Graduates Protect),1
Infant formula,2535,590,Infant formula NS as to form (Store Brand),1
Infant formula,2103,591,Infant formula liquid concentrate made with water NFS (Store Brand),1
Infant formula,534,593,Infant formula powder made with water NFS (Store Brand),1
Infant formula,541,594,Infant formula ready-to-feed (Store Brand),1
Infant formula,639,595,Infant formula liquid concentrate made with tap water (Store Brand),1
Infant formula,2774,597,Infant formula liquid concentrate made with plain bottled water (Store Brand),1
Infant formula,2597,598,Infant formula liquid concentrate made with baby water (Store Brand),1
Infant formula,1496,599,Infant formula powder made with tap water (Store Brand),1
Infant formula,2321,600,Infant formula powder made with plain bottled water (Store Brand),1
Infant formula,2014,602,Infant formula powder made with baby water (Store Brand),1
Infant formula,758,603,Infant formula NS as to form (Enfamil ProSobee),1
Infant formula,2155,604,Infant formula ready-to-feed (Enfamil ProSobee),1
Infant formula,1969,606,Infant formula liquid concentrate made with water NFS (Enfamil ProSobee),1
Infant formula,2535,607,Infant formula powder made with water NFS (Enfamil ProSobee),1
Infant formula,824,608,Infant formula liquid concentrate made with tap water (Enfamil ProSobee),1
Infant formula,2894,610,Infant formula liquid concentrate made with plain bottled water (Enfamil ProSobee),1
Infant formula,2517,611,Infant formula liquid concentrate made with baby water (Enfamil ProSobee),1
Infant formula,558,612,Infant formula powder made with tap water (Enfamil ProSobee),1
Infant formula,2752,613,Infant formula powder made with plain bottled water (Enfamil ProSobee),1
Infant formula,2114,615,Infant formula powder made with baby water (Enfamil ProSobee),1
Infant formula,1259,616,Infant formula NS as to form (Enfamil Enfagrow Toddler Transitions Soy),1
Infant formula,2538,617,Infant formula powder made with water NFS (Enfamil Enfagrow Toddler Transitions Soy),1
Infant formula,1605,619,Infant formula NS as to form (Similac Isomil Soy),1
Infant formula,2672,620,Infant formula ready-to-feed (Similac Isomil Soy),1
Infant formula,2843,621,Infant formula liquid concentrate made with water NFS (Similac Isomil Soy),1
Infant formula,2675,623,Infant formula powder made with water NFS (Similac Isomil Soy),1
Infant formula,805,624,Infant formula liquid concentrate made with tap water (Similac Isomil Soy),1
Infant formula,2269,625,Infant formula liquid concentrate made with plain bottled water (Similac Isomil Soy),1
Infant formula,1685,626,Infant formula liquid concentrate made with baby water (Similac Isomil Soy),1
Infant formula,703,628,Infant formula powder made with tap water (Similac Isomil Soy),1
Infant formula,2582,629,Infant formula powder made with plain bottled water (Similac Isomil Soy),1
Infant formula,1968,630,Infant formula powder made with baby water (Similac Isomil Soy),1
Infant formula,2112,632,Infant formula NS as to form (Similac Expert Care for Diarrhea),1
Infant formula,1228,633,Infant formula ready-to-feed (Similac Expert Care for Diarrhea),1
Infant formula,1133,634,Infant formula NS as to form (Gerber Good Start Soy),1
Infant formula,1199,636,Infant formula ready-to-feed (Gerber Good Start Soy),1
Infant formula,2627,637,Infant formula liquid concentrate made with water NFS (Gerber Good Start Soy),1
Infant formula,2447,638,Infant formula powder made with water NFS (Gerber Good Start Soy),1
Infant formula,2763,639,Infant formula liquid concentrate made with tap water (Gerber Good Start Soy),1
Infant formula,1988,641,Infant formula liquid concentrate made with plain bottled water (Gerber Good Start Soy),1
Infant formula,2065,642,Infant formula liquid concentrate made with baby water (Gerber Good Start Soy),1
Infant formula,2653,643,Infant formula powder made with tap water (Gerber Good Start Soy),1
Infant formula,2861,645,Infant formula powder made with plain bottled water (Gerber Good Start Soy),1
Infant formula,2566,646,Infant formula powder made with baby water (Gerber Good Start Soy),1
Infant formula,2218,647,Infant formula NS as to form (Gerber Graduates Soy),1
Infant formula,1960,649,Infant formula NS as to form (Store Brand Soy),1
Infant formula,883,650,Infant formula ready-to-feed (Store brand Soy),1
Infant formula,1934,651,Infant formula liquid concentrate made with water NFS (Store Brand Soy),1
Infant formula,1811,652,Infant formula powder made with water NFS (Store Brand Soy),1
Infant formula,534,654,Infant formula powder made with tap water (Store Brand Soy),1
Infant formula,2234,655,Infant formula powder made with plain bottled water (Store Brand Soy),1
Infant formula,2386,656,Infant formula powder made with baby water (Store Brand Soy),1
Infant formula,2420,658,Infant formula NS as to form (Enfamil Nutramigen),1
Infant formula,910,659,Infant formula ready-to-feed (Enfamil Nutramigen),1
Infant formula,817,660,Infant formula liquid concentrate made with water NFS (Enfamil Nutramigen),1
Infant formula,1210,662,Infant formula powder made with water NFS (Enfamil Nutramigen),1
Infant formula,1873,663,Infant formula NS as to form (PurAmino),1
Infant formula,1694,664,Infant formula powder made with water NFS (PurAmino),1
Infant formula,1391,665,Infant formula NS as to form (Enfamil Pregestimil),1
Infant formula,2845,667,Infant formula ready-to-feed (Enfamil Pregestimil),1
Infant formula,2523,668,Infant formula powder made with water NFS (Enfamil Pregestimil),1
Infant formula,1521,669,Infant formula ready-to-feed low iron (Enfamil Premature 20 Cal),1
Infant formula,2948,671,Infant formula ready-to-feed with iron (Enfamil Premature 20 Cal),1
Milk,1043,672,Milk dry not reconstituted NS as to fat content,1
Milk,1468,673,Milk dry not reconstituted whole,1
Milk,2604,675,Milk dry not reconstituted low fat (1%),1
Milk,2349,676,Milk dry not reconstituted fat free (skim),1
Whey,2650,677,Whey sweet dry,1
Cocoa powder,1956,678,Cocoa powder not reconstituted,1
Chocolate beverage powder,2781,680,Chocolate beverage powder dry mix not reconstituted,1
Chocolate beverage powder,1019,681,Chocolate beverage powder light dry mix not reconstituted,1
Milk,2549,682,Milk malted dry mix not reconstituted,1
Strawberry beverage powder,2066,684,Strawberry beverage powder dry mix not reconstituted,1
Cream,2008,685,Cream NS as to light heavy or half and half,1
Cream,2627,686,Cream light,1
Cream,1428,688,Cream half and half,1
Cream,2345,689,Cream half and half flavored,1
Cream,1691,690,Cream half and half fat free,1
Cream,2902,691,Cream heavy,1
Cream,746,693,Cream whipped,1
Coffee creamer,2769,694,Coffee creamer NFS,1
Coffee creamer,515,695,Coffee creamer liquid,1
Coffee creamer,2323,697,Coffee creamer liquid flavored,1
Coffee creamer,835,698,Coffee creamer liquid fat free,1
Coffee creamer,1107,699,Coffee creamer liquid fat free flavored,1
Coffee creamer,2890,701,Coffee creamer liquid fat free sugar free flavored,1
Coffee creamer,1522,702,Coffee creamer liquid sugar free flavored,1
Coffee creamer,2935,703,Coffee creamer powder,1
Coffee creamer,1057,704,Coffee creamer powder flavored,1
Coffee creamer,2114,706,Coffee creamer powder fat free,1
Coffee creamer,2550,707,Coffee creamerpowder fat free flavored,1
Coffee creamer,2689,708,Coffee creamerpowder sugar free flavored,1
Coffee creamer,1984,710,Coffee creamer soy liquid,1
Whipped topping,692,711,Whipped topping,1
Whipped topping,1362,712,Whipped topping fat free,1
Whipped topping,1371,714,Whipped topping sugar free,1
Sour cream,1284,715,Sour cream regular,1
Sour cream,2305,716,Sour cream light,1
Sour cream,2720,717,Sour cream fat free,1
Sour cream,642,719,Sour cream imitation,1
Dip,2231,720,Dip NFS,1
Chipotle dip,792,721,Chipotle dip regular,1
Chipotle dip,2758,723,Chipotle dip light,1
Dill dip,532,724,Dill dip regular,1
Dill dip,2689,725,Dill dip light,1
Onion dip,2906,727,Onion dip regular,1
Onion dip,2207,728,Onion dip light,1
Ranch dip,1320,729,Ranch dip regular,1
